,Date,Unix,DE Ratio,Price,stock_p_change,SP500,sp500_p_changeDifference,Difference,Ticker,sp500_p_change
148,2008-01-23 06:52:14,1201051334.0,0.05,18.63,-29.2439393997,1338.599976,,-15.8191502696,intc,-13.4247891301
149,2007-03-11 13:37:20,1173600440.0,0.055,19.1,-27.4588965397,1401.890015,,-18.1274501338,intc,-9.3314464059
150,2007-10-13 16:07:49,1192271869.0,0.052,25.55,-2.96203175857,1562.469971,,-4.01624484873,intc,1.05421309016
151,2008-12-04 11:00:21,1228368621.0,0.061,13.66,-48.1198181535,845.219971,,-2.78521374049,intc,-45.334604413
152,2007-03-09 02:37:48,1173388068.0,0.055,19.23,-26.9651612805,1402.839966,,-17.6951538479,intc,-9.27000743264
153,2005-12-19 20:15:44,1135003544.0,0.019,26.1518,-0.676417305041,1259.920044,,17.8370703356,intc,-18.5134876407
154,2007-05-14 10:11:13,1179117673.0,0.053,22.28,-15.3813725081,1503.150024,,-12.5990123034,intc,-2.78236020462
155,2008-10-27 19:10:01,1225114801.0,0.061,14.4824,-44.9963729448,848.919983,,0.098929716463,intc,-45.0953026613
156,2004-08-10 13:06:18,1092123378.0,0.029,22.57,-14.2799630838,1079.040039,,15.932108791,intc,-30.2120718748
157,2007-03-20 13:50:31,1174378831.0,0.055,19.041,-27.6829763881,1410.939941,,-18.9368424473,intc,-8.74613394075
158,2008-12-18 21:47:51,1229617071.0,0.061,14.26,-45.8410400343,885.280029,,-3.09735750313,intc,-42.7436825312
159,2007-06-16 13:17:53,1181980073.0,0.053,24.24,-7.93736398543,1515.670044,,-5.96474783507,intc,-1.97261615036
160,2008-12-04 23:48:58,1228414738.0,0.061,12.77,-51.5000056969,845.219971,,-6.16540128393,intc,-45.334604413
161,2007-04-05 23:23:27,1175795607.0,0.554,63.0,0.0,1443.76001,,0.0,pg,0.0
162,2004-08-20 21:43:29,1093018409.0,1.206,54.85,-12.9365079365,1098.349976,,10.9878307076,pg,-23.9243386441
163,2007-06-30 05:05:59,1183160159.0,0.503,61.19,-2.87301587302,1506.339966,,-7.20752822732,pg,4.33451235431
164,2008-12-25 06:59:17,1230168557.0,0.611,60.39,-4.14285714286,871.630005,,35.4849203989,pg,-39.6277775418
165,2008-01-23 16:08:46,1201084726.0,0.529,64.29,2.04761904762,1338.599976,,9.33138042566,pg,-7.28376137804
166,2005-01-04 11:27:08,1104818228.0,1.167,55.19,-12.3968253968,1188.050049,,5.31456425442,pg,-17.7113896512
167,2007-01-11 22:35:30,1168535130.0,0.591,64.64,2.60317460317,1423.819946,,3.98429500143,pg,-1.38112039826
168,2006-08-13 08:08:54,1155436734.0,0.606,60.26,-4.34920634921,1271.810059,,7.56066439171,pg,-11.9098707409
169,2007-05-28 15:34:43,1180346683.0,0.503,62.96,-0.0634920634921,1515.72998,,-5.04839048854,pg,4.98489842505
170,2007-02-18 15:42:45,1171793565.0,0.554,65.07,3.28571428571,1456.810059,,2.38182105487,pg,0.903893230842
171,2005-12-22 07:20:25,1135216225.0,2.05,58.52,-7.11111111111,1268.119995,,5.05434670622,pg,-12.1654578173
172,2005-01-09 05:57:35,1105230455.0,1.167,55.92,-11.2380952381,1187.890015,,6.48437894236,pg,-17.7224741805
173,2005-02-07 03:04:36,1107725676.0,1.169,52.62,-16.4761904762,1201.719971,,0.288371315488,pg,-16.7645617917
174,2006-06-17 20:45:37,1150557337.0,0.581,55.02,-12.6666666667,1230.040039,,2.13634557357,pg,-14.8030122402
175,2004-06-21 23:35:14,1087841114.0,1.007,55.5,-11.9047619048,1130.300049,,9.80660001335,pg,-21.7113619181
176,2004-11-29 12:26:31,1101711391.0,1.167,53.64,-14.8571428571,1178.569946,,3.51087275232,pg,-18.3680156095
177,2007-04-28 09:51:41,1177734101.0,0.554,62.98,-0.031746031746,1495.420044,,-3.60990539633,pg,3.57815936459
178,2006-08-13 11:39:28,1155449368.0,0.606,60.26,-4.34920634921,1271.810059,,7.56066439171,pg,-11.9098707409
179,2008-12-18 00:49:57,1229541597.0,0.611,60.7,-3.65079365079,885.280029,,35.0315342383,pg,-38.6823278891
180,2005-12-29 17:41:52,1135858312.0,2.05,58.26,-7.52380952381,1254.420044,,5.5905560694,pg,-13.1143655932
181,2004-12-15 09:14:17,1103082257.0,1.167,56.49,-10.3333333333,1205.719971,,6.1541741022,pg,-16.4875074355
182,2008-10-28 23:38:18,1225217298.0,0.528,63.23,0.365079365079,940.51001,,35.2219805477,pg,-34.8569011826
183,2006-05-28 06:39:58,1148778598.0,0.48,52.15,0.0,1272.880005,,0.0,met,0.0
184,2008-05-09 20:38:05,1210345685.0,0.628,60.08,15.2061361457,1388.280029,,6.14007936531,met,9.06605678043
185,2003-12-31 21:13:27,1072885407.0,0.426,33.65,-35.4745925216,1111.920044,,-22.8292559331,met,-12.6453365885
